car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
TJ33,BLK 328A TAH CHING ROAD,1.337109414406706,103.72324981677099,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
TJ34,BLK 115A HO CHING ROAD,1.3340202355395632,103.72454031144004,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TJ35,BLK 183A CORPORATION DRIVE,1.3329006387365558,103.72248400459613,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TJ36,BLK 121A YUAN CHING RD,1.3362078554823669,103.72452979381994,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.10,N
TJ37,BLK 337 TAH CHING ROAD,1.3382825338635944,103.72252831122393,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TJ38,175 YUNG KUANG ROAD,1.3323135685345058,103.72177968691955,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TJ39,138 YUAN CHING ROAD,1.3279067611579414,103.7233238770194,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
TJ40,164 YUNG KUANG RD,1.3303922793325844,103.72149803520999,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TJ41,BLK 140 CORPORATION DRIVE,1.326811119725581,103.7233976076755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N
TJ42,BLK 150 CORPORATION DRIVE,1.3272254643704178,103.7223493562525,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N
TM10,BLK 331A TAMPINES STREET 32,1.353353646379414,103.96025509665814,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.00,N
TM11,BLK 384A TAMPINES STREET 32,1.3544003715798556,103.95852452338791,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,1.90,N
TM12,BLK 390A TAMPINES AVENUE 7,1.355830434073,103.95721552075281,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
TM13,BLK 374A TAMPINES STREET 34,1.356357093788308,103.95910066578062,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.00,N
TM14,BLK 891B TAMPINES AVENUE 8,1.3490530316431122,103.93055527145503,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM15,BLK 450B TAMPINES STREET 42,1.3577306247732543,103.95222370166918,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
TM16,BLK 230A TAMPINES STREET 21,1.3557548071635046,103.95023113290056,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.90,N
TM17,BLK 842A TAMPINES STREET 82,1.3512498406052929,103.9380025505301,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N
TM18,BLK 856A TAMPINES STREET 82,1.3523979713180392,103.93803491918698,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.00,N
TM19,BLK 364A TAMPINES STREET 34,1.3573426549157654,103.95934486358435,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM20,BLK 366A TAMPINES STREET 34,1.3581427179881083,103.96102149209771,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM21,BLK 340A TAMPINES STREET 33,1.3514133266988855,103.96047384946219,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.90,N
TM22,BLK 351A TAMPINES STREET 33,1.3522644865607851,103.96282948823199,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
TM23,BLK 354A TAMPINES STREET 33,1.3546614860304684,103.96218106175469,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
TM24,BLK 359A TAMPINES ST 34,1.3554179483948277,103.96144236093969,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.00,N
TM25,BLK 497E TAMPINES STREET 45,1.3587147470147305,103.95849513834374,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.00,N
TM26,BLK 497K TAMPINES STREET 45,1.3598266797869678,103.95962522398689,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.00,N
TM27,BLK 497L TAMPINES STREET 45,1.3606530051149364,103.95988847902791,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.00,N
TM28,BLK 498K TAMPINES STREET 45,1.3628337349519701,103.95687967842433,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.00,N
TM29,BLK 498C TAMPINES STREET 45,1.360685386136671,103.95910880324719,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.00,N
TM3,BLK 496A TAMPINES STREET 43,1.3612627825031371,103.95056497201246,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
TM30,BLK 701A TAMPINES STREET 71,1.3568738297975105,103.93665140890145,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM31,BLK 716A TAMPINES STREET 71,1.3587518558468104,103.93665544860963,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM32,BLK 723A TAMPINES STREET 72,1.3595356023853928,103.93523070362815,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM33,BLK 727A TAMPINES STREET 71,1.356363667330084,103.93607194832384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM34,BLK 730A TAMPINES STREET 71,1.35721980974478,103.93343290207572,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM35,BLK 742A TAMPINES STREET 72,1.3599148478753305,103.93413927453108,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TM36,BLK 515 TAMPINES CTRL 7,1.3571629858521386,103.93907329779347,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N
TM37,BLK 518 TAMPINES CTRL 7,1.3561768438388726,103.93860723824409,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N
TM4,BLK 494A TAMPINES STREET 43,1.363095228751706,103.95216148876754,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.80,N
TM40,BLK 31 TAMPINES STREET 92,1.3394427261911541,103.94338625291175,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,5,2.15,N
TM41,BLK 921A TAMPINES ST 91,1.3475301018629242,103.94141848248229,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
TM42,BLK 823A TAMPINES STREET 81,1.3489369754158549,103.93350745764565,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TM43,BLK 202A TAMPINES STREET 21,1.3533871776405688,103.95223471017103,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM44,BLK 499 TAMPINES AVE 9,1.3592000246240452,103.95631685027053,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N
TM45,BLK 869C TAMPINES AVE 8,1.3553474172451712,103.93300299723586,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
TM46,BLK 522 TAMPINES CTRL 7,1.3585465791925955,103.9384437696084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TM47,BLK 519 TAMPINES CENTRAL 8,1.356712431701245,103.94015046680201,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
TM48,BLK 890 TAMPINES AVE 1,1.3470782741084286,103.9341414275891,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
TM49,BLK 494F TAMPINES ST 43,1.3639797760612553,103.95302368936689,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TM5,BLK 492A TAMPINES STREET 45,1.363108337353691,103.95407924377642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.90,N
TM50,BLK 870B TAMPINES ST 86,1.3564483304452148,103.93111964390404,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TM51,BLK 879C TAMPINES AVE 8,1.3511829039113983,103.92875608502447,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,12,2.15,N
TM52,BLK 492 TAMPINES ST45,1.3639212243422094,103.9557158355874,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N
TM53,BLK 859B TAMPINES AVE 5,1.354853104447344,103.93868902311951,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
TM54,BLK 875A TAMPINES STREET 86,1.3535292620183652,103.92992264359661,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N
TM6,BLK 307A TAMPINES STREET 32,1.3532478142057633,103.9563493823792,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N
TM7,BLK 311A TAMPINES STREET 33,1.3528089666562537,103.95762516100413,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,1.85,N
TM8,BLK 316A TAMPINES STREET 33,1.3515006916954557,103.95720428465248,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
TM9,BLK 330A TAMPINES STREET 32,1.3533454115738064,103.9590930658874,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.00,N
TPB1,BLK 18A LOR 6 TOA PAYOH,1.3360648632051888,103.85659747937672,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPL,BLK 5/7 TANJONG PAGAR,1.2769075748749268,103.8430074041105,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.40,N
TPM,BLK 1/6 TANJONG PAGAR MSCP,1.2754814002517159,103.84229740226218,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.80,N
TPMA,BLK 60A LORONG 4 TOA PAYOH,1.3365036597802413,103.85113356861135,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPMB,BLK 156A LORONG 1 TOA PAYOH,1.3330331678967333,103.84522501866533,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPMC,BLK 110A LORONG 1 TOA PAYOH,1.3419358910635928,103.84616068448071,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TPMD,BLK 161A LORONG 1 TOA PAYOH,1.3302080747111147,103.84491120787689,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPME,BLK 93A LORONG 4 TOA PAYOH,1.338446133420941,103.84984683207814,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPMF,BLK 141A LORONG 2 TOA PAYOH,1.3351031694718438,103.84563435662061,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPMG,BLK 128A LORONG 1 TOA PAYOH,1.3382490386578767,103.84407314986876,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
TPMH,BLK 260 KIM KEAT AVENUE,1.3320229196131697,103.85739786556707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TPMJ,BLK 146A LORONG 2 TOA PAYOH,1.3342662016697888,103.84548050687825,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
TPMK,BLK 194A KIM KEAT AVE,1.3309769044577373,103.85857183592486,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
TPML,BLK 233A LOR 8 TOA PAYOH,1.3382258757437373,103.85892321210068,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TPMM,BLK 227A LOR 8 TOA PAYOH,1.339014103039558,103.85800372941638,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
TPMN,BLK 78B TOA PAYOH CENTRAL,1.334893015641099,103.84857845222868,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
TPMP,BLK 138 LORONG 1A TOA PAYOH,1.336684166399769,103.84480135435739,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
TPMQ,BLK 130 LORONG 1 TOA PAYOH,1.3369784658429043,103.84285368128103,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
TPMR,BLK 261A TOA PAYOH EAST,1.3337473401876614,103.85567320543203,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
TPM2,BLK 101C LORONG 2 TOA PAYOH,1.3392702038654263,103.84708721261616,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.00,N
TPM3,BLK 171A LORONG 1 TOA PAYOH,1.3307490035221916,103.84223393404972,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.95,N
TPM4,BLK 81C LORONG 4 TOA PAYOH,1.3357541574703302,103.84934606221009,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
TPM5,BLK 84C LORONG 2 TOA PAYOH,1.3358186853562588,103.84733993345499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
TPM6,BLK 35A LORONG 5 TOA PAYOH,1.3348896541471698,103.85462343286822,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
TPM7,BLK 120A LORONG 2 TOA PAYOH,1.339849706133816,103.84592176737183,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPM8,BLK 11A LORONG 8 TOA PAYOH,1.3366352513195696,103.85928598754207,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TPM9,BLK 10A LORONG 7 TOA PAYOH,1.3370812821443876,103.85778898074965,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
TP10,BLK 68 LORONG 5 TOA PAYOH,1.3349161381898234,103.85359156385053,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N
TP12,BLK 71/72 LORONG 5 TOA PAYOH,1.33402734061323,103.85210696045971,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP14,BLK 63/64 LORONG 5 TOA PAYOH,1.3358886108582282,103.85240772188124,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP15,BLK 53 TO 55 LORONG 5 TOA PAYOH,1.3374793997904213,103.85083354968118,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP16,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,1.333245746223491,103.84831615333499,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
TP17,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,1.3337730224911744,103.84859327961253,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.40,N
TP18,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,1.3325893206738841,103.85074446814292,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP2,BLK 85/A/B/C LORONG 4 TOA PAYOH,1.3361796317904386,103.84824149822951,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP20,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,1.3310224198845166,103.84448757302648,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP22,BLK 148 TO 150 LORONG 1 TOA PAYOH,1.3342009367863636,103.84404232075967,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP27,BLK 125/126/131 LORONG 2 TOA PAYOH,1.337544127996719,103.84526755743322,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP3,BLK 66/70/73 LORONG 4 TOA PAYOH,1.335341205575822,103.85155022411541,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP3A,BLK 3A LORONG 7 TOA PAYOH,1.3395182059074207,103.85421258052412,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.00,N
TP30,BLK 116/122 LORONG 1 TOA PAYOH,1.340605801519669,103.84633277507527,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
TP31,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,1.3411010791515976,103.84587103389032,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,1.3410803478942421,103.84744972687201,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
TP33,BLK 205 TO 207 TOA PAYOH NORTH,1.3425174131789646,103.84708229584697,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,1.3379881832413947,103.8524333470046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.80,N
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,1.3362631051523606,103.85378859000134,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
TP39,BLK 28 TO 33 TOA PAYOH EAST,1.3329161007510246,103.85424607419382,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP4A,BLK 4A LORONG 7 TOA PAYOH,1.339271189725481,103.8555289746188,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
TP40,BLK 241-259/25-27 KIM KEAT LINK/AVE,1.3316871944820912,103.85671423890005,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP41,BLK 253/254/256 KIM KEAT AVENUE,1.33196949486601,103.85824381543758,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,1.3348375584101952,103.8572443132639,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP48,BLK 8 LORONG 7 TOA PAYOH,1.3375715055634856,103.85668073960268,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
TP49,BLK 4/5 LORONG 7 TOA PAYOH,1.338869601118049,103.85574267886197,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,1.3388784330957695,103.85443102196794,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,1.3414086530592093,103.85453923830799,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,1.342442065766628,103.85555243223665,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,1.3414388874849328,103.85645585589974,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP56,BLK 1 TO 21 LOR 8 INDUSTRIAL PARK,1.3367334844118595,103.86043937234098,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP57,BLK 1002 TO 1004 LORONG 8 TOA PAYOH,1.334934429249471,103.86054496097974,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP59,BLK 1003/1004 TOA PAYOH INDUSTRIAL PK.,1.3342047862503883,103.86070282945401,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,1.3401649898779349,103.8522586839099,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,1.3329694275615067,103.84832067140536,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,1.90,N
TP62,BLK 199 TO 201 TOA PAYOH NORTH,1.3414197021702758,103.85046105448889,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP63,BLK 202 TO 204 TOA PAYOH NORTH,1.3417624541860296,103.8490327787162,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP64,BLK 199 & 203 TOA PAYOH NORTH,1.342338558565159,103.84961305548721,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
TP65,BLK 62B LORONG 4 TOA PAYOH,1.3356525231297396,103.85105537987442,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.50,N
TP66,BLK 19 LOR 6 TOA PAYOH,1.3352770362267168,103.85638773425211,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
TP67,BLK 25-27/257-259 KIM KEAT AVE,1.3327492745119407,103.85711091585085,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP68,BLK 196 KIM KEAT AVE,1.3311357042252463,103.85929371591413,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,1.3398039017977614,103.84876517259427,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,1.339391741464608,103.84845103464667,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
